date,country,population,total,one_shot,one_shot_perc,two_shots,two_shots_perc,three_shots,three_shots_perc,month,year
2021-10-21,Brazil,215313504,266620080,157475037,0.7314,108197260,0.5025,5771569,0.0268,2021-10,2021
2021-10-22,Brazil,215313504,267964026,157679997,0.7323,108994434,0.5062,6117946,0.0284,2021-10,2021
2021-10-23,Brazil,215313504,268638494,157810514,0.7329,109422127,0.5082,6234557,0.029,2021-10,2021
2021-10-24,Brazil,215313504,269442502,157986323,0.7338,109945760,0.5106,6340977,0.0294,2021-10,2021
2021-10-25,Brazil,215313504,271861944,158281322,0.7351,111550520,0.5181,6864893,0.0319,2021-10,2021
2021-10-26,Brazil,215313504,273720279,158619663,0.7367,112584033,0.5229,7348675,0.0341,2021-10,2021
2021-10-27,Brazil,215313504,275436454,158890656,0.738,113647161,0.5278,7732904,0.0359,2021-10,2021
2021-10-28,Brazil,215313504,277057532,159171324,0.7393,114610870,0.5323,8109625,0.0377,2021-10,2021
2021-10-29,Brazil,215313504,278686713,159412919,0.7404,115562494,0.5367,8548187,0.0397,2021-10,2021
2021-10-30,Brazil,215313504,279265141,159518249,0.7409,115897379,0.5383,8687173,0.0403,2021-10,2021
2021-10-31,Brazil,215313504,279666131,159589151,0.7412,116117550,0.5393,8798263,0.0409,2021-10,2021
2021-11-01,Brazil,215313504,279959241,159631476,0.7414,116288959,0.5401,8877862,0.0412,2021-11,2021
2021-11-02,Brazil,215313504,280181200,159667965,0.7416,116399784,0.5406,8952577,0.0416,2021-11,2021
2021-11-03,Brazil,215313504,281228625,159792323,0.7421,117020085,0.5435,9256939,0.043,2021-11,2021
2021-11-04,Brazil,215313504,282661800,160056071,0.7434,117929773,0.5477,9518430,0.0442,2021-11,2021
2021-11-05,Brazil,215313504,284683953,160333906,0.7447,119243098,0.5538,9942921,0.0462,2021-11,2021
2021-11-06,Brazil,215313504,285378181,160423951,0.7451,119655284,0.5557,10135262,0.0471,2021-11,2021
2021-11-07,Brazil,215313504,285943124,160707880,0.7464,119901571,0.5569,10172914,0.0472,2021-11,2021
2021-11-08,Brazil,215313504,287531811,160971992,0.7476,120880423,0.5614,10547189,0.049,2021-11,2021
2021-11-09,Brazil,215313504,288956195,161179478,0.7486,121738604,0.5654,10886116,0.0506,2021-11,2021
2021-11-10,Brazil,215313504,290429521,161412780,0.7497,122635903,0.5696,11230958,0.0522,2021-11,2021
2021-11-11,Brazil,215313504,292021210,161690791,0.751,123598784,0.574,11584564,0.0538,2021-11,2021
2021-11-12,Brazil,215313504,293253508,161743151,0.7512,124416550,0.5778,11947900,0.0555,2021-11,2021
2021-11-13,Brazil,215313504,293936446,161814220,0.7515,124872035,0.58,12105575,0.0562,2021-11,2021
2021-11-14,Brazil,215313504,294339583,161908494,0.752,125123667,0.5811,12162832,0.0565,2021-11,2021
2021-11-15,Brazil,215313504,294928227,161973124,0.7523,125467475,0.5827,12343281,0.0573,2021-11,2021
2021-11-16,Brazil,215313504,295624622,162028086,0.7525,125915845,0.5848,12537109,0.0582,2021-11,2021
2021-11-17,Brazil,215313504,297253230,162257537,0.7536,126961439,0.5897,12891623,0.0599,2021-11,2021
2021-11-18,Brazil,215313504,298447729,162397679,0.7542,127639599,0.5928,13268488,0.0616,2021-11,2021
2021-11-19,Brazil,215313504,299734733,162554502,0.755,128377050,0.5962,13665714,0.0635,2021-11,2021
2021-11-20,Brazil,215313504,300573489,162688776,0.7556,128851409,0.5984,13896415,0.0645,2021-11,2021
2021-11-21,Brazil,215313504,301182753,162812584,0.7562,129200205,0.6001,14033709,0.0652,2021-11,2021
2021-11-22,Brazil,215313504,302331069,162957786,0.7568,129832016,0.603,14406374,0.0669,2021-11,2021
2021-11-23,Brazil,215313504,303515430,163108526,0.7575,130530871,0.6062,14741803,0.0685,2021-11,2021
2021-11-24,Brazil,215313504,304659197,163216460,0.758,131215922,0.6094,15093083,0.0701,2021-11,2021
2021-11-25,Brazil,215313504,305503188,163342820,0.7586,131709249,0.6117,15316348,0.0711,2021-11,2021
2021-11-26,Brazil,215313504,306741882,163546806,0.7596,132395866,0.6149,15662595,0.0727,2021-11,2021
2021-11-27,Brazil,215313504,307205318,163607249,0.7599,132667094,0.6162,15794900,0.0734,2021-11,2021
2021-11-28,Brazil,215313504,307583387,163684746,0.7602,132895365,0.6172,15889956,0.0738,2021-11,2021
2021-11-29,Brazil,215313504,307817825,163706613,0.7603,133029594,0.6178,15967140,0.0742,2021-11,2021
2021-11-30,Brazil,215313504,309486607,163926497,0.7613,133911230,0.6219,16537956,0.0768,2021-11,2021
2021-12-01,Brazil,215313504,310770495,164159539,0.7624,134636857,0.6253,16866381,0.0783,2021-12,2021
2021-12-02,Brazil,215313504,311950389,164290464,0.763,135324508,0.6285,17229559,0.08,2021-12,2021
2021-12-03,Brazil,215313504,313665030,164457496,0.7638,136438552,0.6337,17665501,0.082,2021-12,2021
2021-12-04,Brazil,215313504,314450780,164543599,0.7642,136830588,0.6355,17974402,0.0835,2021-12,2021
2021-12-05,Brazil,215313504,314612221,164589731,0.7644,136905306,0.6358,18014777,0.0837,2021-12,2021
2021-12-06,Brazil,215313504,315518302,164604790,0.7645,137355248,0.6379,18457123,0.0857,2021-12,2021
2021-12-07,Brazil,215313504,316677030,164711745,0.765,137905915,0.6405,18958874,0.0881,2021-12,2021
2021-12-08,Brazil,215313504,317474217,164800426,0.7654,138249795,0.6421,19322836,0.0897,2021-12,2021
2021-12-09,Brazil,215313504,318799260,164914808,0.7659,138924356,0.6452,19859727,0.0922,2021-12,2021
2021-12-10,Brazil,215313504,319739095,164914808,0.7659,139320682,0.6471,20304256,0.0943,2021-12,2021
2021-12-11,Brazil,215313504,319980117,164914808,0.7659,139389518,0.6474,20456996,0.095,2021-12,2021
2021-12-12,Brazil,215313504,320112450,164914808,0.7659,139421689,0.6475,20544800,0.0954,2021-12,2021
2021-12-13,Brazil,215313504,320737938,164914808,0.7659,139783903,0.6492,20966748,0.0974,2021-12,2021
2021-12-14,Brazil,215313504,321601407,164933940,0.766,140151965,0.6509,21417495,0.0995,2021-12,2021
2021-12-15,Brazil,215313504,322902290,165135181,0.767,140902990,0.6544,21767091,0.1011,2021-12,2021
2021-12-16,Brazil,215313504,323831095,165279022,0.7676,141175069,0.6557,22280659,0.1035,2021-12,2021
2021-12-17,Brazil,215313504,324589549,165393977,0.7682,141411665,0.6568,22689115,0.1054,2021-12,2021
2021-12-18,Brazil,215313504,324798686,165409165,0.7682,141474540,0.6571,22820476,0.106,2021-12,2021
2021-12-19,Brazil,215313504,324846680,165417886,0.7683,141488098,0.6571,22846232,0.1061,2021-12,2021
2021-12-20,Brazil,215313504,325593485,165471288,0.7685,141702263,0.6581,23326643,0.1083,2021-12,2021
2021-12-21,Brazil,215313504,326335565,165554570,0.7689,141915573,0.6591,23775890,0.1104,2021-12,2021
2021-12-22,Brazil,215313504,327562756,165836442,0.7702,142378728,0.6613,24268862,0.1127,2021-12,2021
2021-12-23,Brazil,215313504,328473878,165894312,0.7705,142378728,0.6613,24687765,0.1147,2021-12,2021
2021-12-24,Brazil,215313504,328473878,165894312,0.7705,142378728,0.6613,24687765,0.1147,2021-12,2021
2021-12-25,Brazil,215313504,328473878,165894312,0.7705,142378728,0.6613,24687765,0.1147,2021-12,2021
2021-12-26,Brazil,215313504,328473878,165894312,0.7705,142378728,0.6613,24687765,0.1147,2021-12,2021
2021-12-27,Brazil,215313504,329011365,165952037,0.7707,142764283,0.6631,25218893,0.1171,2021-12,2021
2021-12-28,Brazil,215313504,329861730,166062249,0.7713,142965728,0.664,25758909,0.1196,2021-12,2021
2021-12-29,Brazil,215313504,330718457,166143380,0.7716,143282084,0.6655,26219623,0.1218,2021-12,2021
2021-12-30,Brazil,215313504,331164041,166185628,0.7718,143398692,0.666,26507937,0.1231,2021-12,2021
2021-12-31,Brazil,215313504,331273910,166195505,0.7719,143436012,0.6662,26571077,0.1234,2021-12,2021
